freight_value,freight_ratio
42.78,0.809
16.86,0.281
36.9,0.308
9.9,0.04
20.95,0.233
22.34,0.248
18.25,0.083
20.88,0.161
11.85,0.41
12.79,0.256
17.94,0.181
50.09,0.062
9.34,0.187
8.72,0.153
16.79,0.705
16.4,0.246
7.78,0.144
21.93,0.063
40.38,0.269
9.34,0.347
15.1,0.583
8.32,0.104
14.25,0.014
39.29,0.579
14.13,0.098
18.63,0.135
11.12,0.034
16.2,0.149
21.98,0.081
35.18,0.179
14.05,0.142
18.8,0.235
15.24,0.218
15.23,0.346
19.95,0.084
58.93,0.984
7.62,0.147
14.1,0.371
13.11,0.119
9.27,0.124
19.63,0.207
20.71,0.23
18.23,0.608
17.92,0.418
18.23,3.038
15.65,0.247
12.93,0.342
7.87,0.226
11.73,0.357
11.73,0.309
29.86,0.144
9.94,0.193
14.17,0.237
18.54,0.197
12.03,0.16
21.35,0.396
16.11,0.322
15.66,0.12
13.1,0.057
13.18,0.11
18.55,0.286
24.11,0.121
15.56,0.312
7.78,0.205
17.67,0.361
23.75,0.176
14.1,0.353
34.19,0.622
15.68,0.132
37.74,0.419
12.73,0.231
38.58,0.877
12.99,0.167
17.0,0.049
25.67,0.216
15.24,0.762
23.21,0.06
21.47,0.226
24.15,0.125
9.79,0.07
27.77,0.175
16.71,0.046
9.06,0.07
15.62,0.071
25.15,0.513
11.16,0.559
6.63,0.068
14.1,0.362
26.61,0.667
13.13,0.116
20.86,0.394
44.68,0.084
7.78,0.173
12.71,0.042
15.35,0.181
25.73,0.203
32.33,0.023
27.22,0.389
80.74,0.673
11.97,0.109
14.71,0.07
12.79,0.284
15.35,0.64
62.26,0.273
18.33,0.287
14.43,1.031
15.1,0.303
10.96,0.632
24.84,0.828
9.88,0.065
17.67,0.295
15.1,0.387
14.1,0.314
14.67,0.077
14.57,0.256
12.62,0.079
7.43,0.311
15.67,0.121
7.44,0.298
8.72,0.109
24.94,0.384
27.0,0.159
19.22,0.214
14.1,0.746
12.74,0.224
16.79,0.672
13.43,0.228
13.18,0.11
17.35,0.276
11.73,0.196
17.67,0.295
38.97,0.354
27.43,0.173
17.14,0.172
41.11,0.824
20.62,0.206
13.47,0.904
16.99,0.214
15.48,0.054
25.69,0.021
7.39,0.925
7.81,0.1
11.74,0.336
25.63,0.777
17.67,0.295
37.97,0.634
19.04,0.075
13.46,0.25
20.57,0.343
22.8,0.183
13.08,0.443
16.84,0.056
54.3,0.604
7.39,0.477
21.66,0.13
12.26,0.113
14.32,0.077
15.46,0.298
16.46,0.165
8.72,1.026
17.15,0.086
25.88,0.174
19.06,0.113
37.56,0.063
13.08,0.218
19.46,0.278
14.05,0.142
15.1,0.504
24.55,0.311
26.03,0.098
22.06,0.441
39.44,0.33
14.1,0.442
15.1,0.689
14.07,0.138
15.11,0.351
13.37,0.383
17.45,0.165
42.41,1.418
8.72,0.224
19.15,0.147
18.26,0.797
46.44,0.258
15.1,3.872
83.61,0.335
13.89,0.111
15.38,0.389
18.23,1.147
19.91,0.052
16.17,0.275
7.45,0.277
7.78,0.159
32.14,0.162
13.37,0.582
17.63,0.63
14.33,0.179
12.13,0.135
14.74,0.045
12.43,0.048
17.67,0.295
14.1,0.545
20.02,0.057
8.85,0.068
16.39,0.182
15.23,0.508
9.67,0.092
13.33,0.444
12.49,0.178
11.99,0.172
107.87,0.208
18.23,1.302
13.55,0.181
20.43,0.031
45.91,0.079
13.71,0.352
17.94,0.181
15.61,0.127
13.39,0.253
15.1,0.303
35.95,0.072
33.32,0.267
7.93,0.083
11.85,0.484
15.1,0.336
31.1,1.382
15.1,0.378
35.98,0.379
16.79,0.844
17.14,0.172
7.78,0.205
13.14,0.091
11.15,0.189
9.9,0.086
9.34,0.234
23.41,0.18
15.1,0.431
1.09,0.084
9.47,0.194
13.69,0.274
13.07,0.187
15.43,0.515
15.79,0.322
23.03,0.7
7.87,0.161
16.11,0.556
11.85,0.484
18.98,0.19
8.29,0.461
13.32,0.121
18.88,0.171
18.04,0.159
18.23,0.365
53.18,0.355
8.76,0.103
17.27,0.173
19.32,0.646
17.67,0.295
12.79,0.752
193.21,0.029
12.79,0.858
9.34,0.509
15.1,0.53
12.61,0.097
11.92,0.199
16.05,0.087
18.23,0.629
13.03,0.133
13.16,0.128
27.03,0.2
14.57,0.394
59.91,0.307
9.34,0.374
12.61,0.186
16.41,0.469
9.17,0.066
6.09,0.088
8.72,0.19
16.25,0.232
34.51,0.024
12.13,0.135
17.0,0.113
13.93,0.281
9.44,0.105
20.94,0.053
15.11,0.379
8.88,0.148
15.49,0.172
22.57,0.035
15.1,0.759
18.59,0.133
17.93,0.6
7.39,0.437
7.39,0.296
19.04,1.269
21.22,0.354
7.39,0.573
45.3,0.378
15.1,0.693
3.57,0.071
24.94,0.278
15.1,0.432
7.47,0.25
9.34,0.187
25.55,0.128
18.19,0.14
16.05,0.575
37.97,0.634
7.44,0.298
22.75,0.153
9.06,0.074
13.9,0.11
7.78,0.111
15.81,0.105
7.78,0.141
9.44,0.105
15.1,0.302
16.11,0.367
15.1,1.171
7.78,0.311
39.61,0.33
8.72,0.146
21.7,0.199
19.32,0.666
101.57,0.169
16.66,0.282
17.67,0.295
9.1,0.228
8.82,0.256
38.92,0.122
12.69,0.277
36.07,0.111
16.4,0.548
17.6,0.353
11.18,0.14
20.95,0.512
35.67,1.143
17.6,0.44
68.99,0.767
18.04,0.159
43.34,0.314
24.29,0.097
15.11,0.433
7.94,0.199
11.86,0.22
27.05,0.252
4.15,0.087
16.53,0.15
60.31,0.241
16.44,0.336
26.01,0.153
67.03,0.638
10.96,0.731
30.08,0.201
31.23,0.047
44.84,0.301
22.17,0.443
28.81,0.081
18.16,0.14
23.9,0.184
19.6,0.384
18.31,0.611
22.59,0.141
20.14,0.038
8.3,0.056
18.29,0.68
22.84,0.846
15.2,0.234
25.12,0.083
24.27,0.061
18.37,0.471
22.4,0.228
13.47,0.208
16.41,0.055
11.85,0.263
7.6,0.155
7.41,0.095
15.1,0.583
20.85,0.083
21.78,0.118
23.38,0.167
23.98,0.16
44.81,1.152
15.3,0.255
17.95,0.18
12.05,0.154
11.73,0.181
38.58,0.879
15.79,0.3
14.45,0.726
13.45,0.108
16.25,0.232
21.6,0.137
34.15,0.901
19.22,0.101
18.08,0.121
15.1,0.799
7.87,0.437
21.21,0.073
10.96,0.336
8.41,0.051
11.85,0.242
21.15,0.432
15.1,0.504
16.07,0.298
9.34,0.156
14.52,0.605
11.62,0.324
18.5,0.035
8.63,0.24
16.86,0.281
14.47,0.163
19.65,0.333
23.02,0.077
24.86,0.239
8.27,0.118
17.27,0.216
50.85,1.13
21.4,0.165
18.45,0.37
21.38,0.054
23.89,0.228
18.07,0.259
21.15,0.705
18.37,0.227
14.11,0.47
14.59,0.122
27.58,0.15
17.92,0.502
23.29,0.333
15.11,0.291
19.19,0.123
17.02,0.155
12.62,0.18
34.83,0.139
17.94,0.183
16.08,0.085
7.39,0.211
9.0,0.604
38.4,0.411
12.97,0.062
38.71,0.08
14.44,0.552
13.27,0.049
12.69,0.448
25.63,4.272
16.11,0.404
51.61,0.156
17.67,0.295
7.45,0.281
9.44,0.151
11.62,0.277
12.55,0.21
22.04,0.11
11.36,0.232
37.99,0.38
18.9,0.166
19.32,1.215
12.23,0.306
36.21,0.362
15.11,0.308
16.79,0.56
10.21,0.051
21.52,0.135
39.01,0.372
8.88,0.089
19.46,0.499
13.75,0.153
11.73,0.202
7.78,0.13
22.14,0.74
59.94,0.226
18.2,0.202
14.8,0.164
12.8,0.643
9.37,0.117
29.91,0.137
14.08,0.353
62.78,0.166
19.07,0.16
16.11,0.42
11.85,0.395
11.59,0.083
15.1,0.504
15.95,0.638
4.8,0.181
19.95,0.037
18.0,0.138
18.25,0.833
32.67,0.128
24.66,0.051
7.39,0.288
18.94,0.158
24.05,0.098
35.22,0.352
14.1,0.353
22.97,0.345
9.34,0.268
22.93,0.956
22.06,1.164
15.11,0.581
18.78,0.146
20.9,0.676
12.55,0.21
11.27,0.12
26.92,0.224
11.85,1.197
13.57,0.172
8.29,0.576
22.06,1.109
23.21,0.258
45.34,0.252
14.1,0.307
7.78,0.633
7.87,0.558
9.44,0.182
9.26,0.189
16.74,0.12
12.79,0.328
19.28,0.145
13.79,0.468
14.34,0.132
18.64,0.094
14.32,0.171
19.53,0.244
17.97,0.513
16.0,0.125
21.66,0.13
16.83,0.077
20.63,0.43
11.7,0.263
9.34,0.361
18.26,0.795
14.14,0.088
7.39,0.247
17.31,0.138
15.4,0.214
7.39,0.185
27.29,0.07
14.37,0.161
13.22,0.079
26.27,0.128
46.11,0.2
16.13,0.309
22.19,0.222
38.92,0.341
11.93,0.092
14.43,0.481
0.0,0.0
17.81,0.223
13.66,0.149
18.23,0.367
11.85,0.247
29.03,0.323
10.47,0.023
5.82,0.065
15.17,0.259
14.48,0.263
15.1,0.378
21.1,0.141
37.53,0.313
23.0,0.204
18.7,0.159
7.94,0.206
7.39,0.583
13.71,0.138
7.61,0.283
12.08,0.122
19.28,0.114
10.08,0.037
57.51,0.48
40.68,0.194
86.34,0.216
18.27,0.332
13.61,1.517
16.32,0.341
18.73,0.129
13.44,0.224
28.22,0.235
8.11,0.271
8.11,0.271
19.06,0.113
14.13,0.257
16.11,0.42
18.01,0.165
13.28,0.332
20.33,0.064
7.78,0.599
14.82,0.141
15.1,0.604
7.78,0.124
15.1,0.759
60.53,0.904
16.5,0.066
15.1,0.899
15.1,0.744
7.39,0.477
14.17,0.245
22.0,0.232
26.27,0.128
22.24,0.293
11.85,0.237
17.07,0.146
27.02,0.087
15.29,0.096
10.96,0.275
53.3,0.214
21.85,0.607
15.79,0.634
3.67,0.053
9.36,0.134
7.39,0.211
17.84,0.21
18.23,0.13
15.1,0.888
28.75,0.719
19.45,0.194
15.1,1.013
12.89,0.198
8.53,0.078
9.39,0.164
23.41,0.065
13.15,0.188
11.5,0.167
17.55,0.146
119.56,0.501
21.13,0.218
12.79,0.609
17.83,0.215
12.11,0.093
9.34,0.208
18.81,0.212
12.99,0.164
18.0,0.753
50.85,2.035
7.68,0.128
12.03,0.16
27.51,0.423
19.44,0.555
37.14,0.571
8.35,0.054
7.39,0.255
8.29,0.119
18.31,0.306
15.1,0.403
14.02,0.108
30.31,0.178
18.23,1.402
25.63,0.642
8.27,0.131
11.87,0.225
7.98,0.101
37.55,0.638
18.2,0.087
24.02,0.137
38.36,0.089
15.1,0.303
67.26,0.192
7.78,0.324
14.43,0.484
12.03,0.158
7.78,0.47
3.02,0.066
24.17,0.027
13.47,0.713
17.92,0.384
13.71,0.289
12.48,0.627
17.6,0.419
46.27,0.179
38.55,0.27
15.66,0.196
37.05,0.15
8.11,0.253
9.34,0.156
20.86,0.03
16.77,0.058
12.69,0.254
15.44,0.193
3.8,0.349
4.33,0.045
12.75,0.216
18.27,0.183
15.33,0.883
8.03,0.073
26.85,0.34
12.19,0.122
14.28,0.408
17.94,0.03
31.7,0.159
20.91,0.349
12.54,0.084
8.88,0.223
7.47,0.25
15.15,0.275
10.48,0.21
12.84,0.182
41.59,0.479
8.27,0.505
12.36,0.1
7.71,0.131
16.79,1.127
11.9,0.162
12.69,0.325
111.44,0.261
15.56,0.349
18.23,1.688
15.11,0.505
16.21,0.253
14.59,0.122
9.94,0.355
7.6,0.155
32.22,0.154
68.47,0.228
18.0,0.09
18.3,0.122
16.71,0.06
15.1,0.95
15.1,0.561
25.63,0.642
7.78,0.259
64.37,0.477
21.13,0.141
7.39,0.496
19.74,0.25
52.75,0.593
14.1,0.353
13.74,0.156
19.61,0.327
25.29,0.396
21.13,0.302
7.54,0.191
8.72,0.108
32.16,0.169
39.38,0.103
14.52,0.583
22.66,0.133
9.34,0.208
13.71,0.138
11.85,0.624
15.15,0.266
22.96,0.658
21.5,0.229
15.49,0.086
20.71,0.23
26.89,0.449
19.07,0.137
15.85,0.284
18.34,0.682
17.06,0.155
12.29,0.095
23.97,0.12
8.09,0.069
22.93,0.459
10.88,0.109
9.44,0.141
55.1,0.459
17.67,0.295
15.14,0.303
16.79,0.421
99.97,0.4
11.85,0.339
18.98,0.152
12.76,0.213
37.56,0.27
18.23,0.608
13.45,0.093
6.58,0.414
9.64,0.215
11.85,0.652
17.42,0.249
44.28,0.643
19.26,0.241
14.52,0.538
15.45,0.155
17.6,0.724
22.37,0.099
14.61,0.064
12.38,0.129
7.49,0.227
12.79,0.86
19.32,0.646
47.37,0.395
7.39,0.549
20.08,0.127
11.73,0.116
12.22,0.111
36.88,0.148
58.63,0.098
14.1,0.522
15.32,0.486
15.1,0.581
12.28,0.051
12.26,0.155
22.13,0.117
8.82,0.294
13.82,0.21
19.43,0.102
18.89,0.13
28.7,0.195
20.06,0.287
17.09,0.051
16.01,0.097
0.0,0.0
18.34,0.541
25.19,0.842
100.68,0.102
55.98,0.709
9.94,0.249
7.43,0.31
20.39,0.093
19.66,0.328
14.44,0.315
20.78,0.208
25.54,0.15
9.14,0.065
15.61,0.127
19.98,0.286
22.42,0.321
25.75,0.198
19.65,0.302
36.22,0.453
14.66,0.209
14.1,0.47
7.78,0.159
16.41,0.513
13.55,0.085
16.15,0.081
16.57,0.079
15.83,0.102
11.85,0.24
16.06,0.309
15.17,0.254
17.82,0.113
7.58,0.165
56.61,1.112
34.84,0.235
9.24,0.072
16.48,0.111
17.97,0.45
16.33,0.816
17.29,0.266
11.59,0.083
12.79,0.715
25.7,0.039
16.35,0.182
12.99,0.051
11.73,0.196
8.9,0.297
15.1,0.505
18.4,0.155
14.1,0.522
16.04,0.153
13.61,0.349
20.94,0.299
19.59,0.435
17.26,0.23
21.39,0.329
17.93,1.061
9.22,0.138
42.03,0.28
17.45,0.08
15.67,0.121
17.75,0.247
16.79,0.063
8.62,0.172
8.02,0.073
15.59,0.13
17.57,0.068
14.31,0.179
12.07,0.159
14.12,0.283
15.3,0.194
15.3,0.255
0.0,0.0
16.19,0.265
14.1,1.176
11.32,0.113
26.96,0.453
7.39,0.132
18.77,1.054
17.0,0.096
14.93,0.088
12.79,1.164
34.79,0.194
17.92,0.717
18.51,0.103
18.23,0.653
59.18,0.658
22.95,0.353
13.21,0.169
13.47,0.713
14.1,0.283
14.52,0.558
14.58,0.768
70.7,0.034
2.79,0.109
16.12,0.082
19.05,0.477
16.82,0.038
12.99,0.164
14.52,0.583
15.15,0.266
0.0,0.0
41.79,0.209
12.49,0.179
17.78,0.463
12.79,1.47
8.72,0.436
22.12,0.376
8.64,0.48
20.31,0.127
18.56,0.172
18.23,0.608
23.97,0.102
26.71,0.297
25.65,0.487
41.4,0.231
114.08,0.073
16.11,0.546
12.48,0.313
18.35,0.306
11.85,0.305
12.18,0.087
73.72,0.247
17.92,0.499
5.51,0.277
9.81,0.069
15.1,0.388
14.1,0.705
27.96,0.178
13.93,0.107
16.92,0.415
18.81,0.019
42.38,2.13
16.28,0.217
11.85,0.181
27.06,0.193
8.09,0.076
8.34,0.054
15.24,0.218
14.87,0.186
3.12,0.068
21.28,0.112
18.8,0.07
17.78,0.711
14.58,0.123
18.34,0.168
48.0,0.601
12.25,0.114
35.67,0.794
26.8,0.412
7.78,0.389
19.09,0.737
39.06,0.116
23.5,0.235
67.12,0.069
18.23,0.96
17.6,0.44
27.51,0.423
17.64,0.118
15.0,0.084
24.11,0.23
75.69,0.329
25.25,0.252
16.18,0.27
12.25,0.114
7.78,0.243
7.39,0.423
16.92,0.369
13.37,0.311
15.15,0.266
20.99,0.162
21.93,0.244
19.48,0.464
16.2,0.581
7.78,0.622
18.29,0.123
15.1,0.309
7.87,0.543
22.96,0.128
7.39,0.125
21.02,0.154
14.1,0.616
11.87,0.222
22.96,0.128
10.01,0.1
11.89,0.071
9.34,0.243
23.42,0.195
25.85,0.129
19.39,0.324
16.11,0.462
17.92,0.189
14.85,0.136
6.78,0.17
12.16,0.129
37.07,0.148
18.12,0.145
16.11,0.46
19.24,0.192
91.68,0.153
16.4,0.149
11.15,0.189
23.32,0.937
6.0,0.031
14.52,0.363
20.8,0.632
18.59,0.267
7.3,0.293
15.23,0.305
17.67,0.295
28.12,0.241
20.32,0.145
9.34,0.312
7.78,0.13
34.15,0.899
18.23,1.216
58.03,0.363
9.41,0.111
8.11,0.271
19.32,0.386
17.09,0.09
10.96,0.224
21.18,0.432
14.41,0.152
16.82,0.306
10.97,0.211
44.84,0.301
12.96,0.371
19.53,0.244
8.88,0.234
11.85,0.286
7.78,0.268
23.26,0.122
14.59,0.243
17.67,0.295
11.87,0.225
26.33,0.176
17.67,0.295
29.19,0.225
67.14,0.225
8.73,0.108
15.41,0.163
14.42,0.072
8.27,0.414
9.55,0.057
27.71,0.167
13.94,0.093
8.27,0.352
19.74,0.166
14.1,0.371
45.05,0.252
23.11,0.154
8.37,0.093
13.37,0.268
47.21,0.484
18.0,0.3
14.37,0.163
49.08,0.078
25.63,0.772
11.85,0.269
9.55,0.12
39.09,0.218
15.56,0.39
11.09,0.023
17.27,0.039
7.78,0.12
15.2,0.364
17.73,0.273
16.41,0.075
11.85,0.474
11.73,0.294
11.74,0.264
14.68,0.113
17.06,1.177
15.23,0.386
15.1,0.503
21.97,0.116
7.71,0.258
23.23,0.375
11.85,0.34
21.15,1.245
11.86,0.233
17.0,0.142
26.0,0.168
13.44,0.224
12.79,0.256
15.13,0.275
16.44,0.329
16.46,0.165
13.78,0.119
19.38,0.289
15.1,0.387
17.86,0.06
21.93,0.244
15.16,0.257
12.69,0.552
15.49,0.148
38.03,0.551
8.72,0.606
8.72,0.182
15.28,0.071
18.43,0.819
22.03,0.13
22.1,0.902
7.78,0.203
14.38,0.16
18.23,0.629
34.38,0.026
16.6,0.332
31.57,0.263
16.79,0.672
8.27,0.416
8.27,0.414
20.72,0.095
13.6,0.368
83.53,0.24
34.15,0.813
17.8,0.225
18.57,0.098
20.59,0.103
22.21,0.308
23.2,0.264
16.73,0.349
19.94,0.2
15.65,0.249
18.07,0.055
22.28,0.446
18.23,0.729
13.52,0.08
18.12,0.145
17.56,0.11
7.39,0.164
14.13,0.262
16.41,0.515
17.86,0.108
23.71,0.182
15.27,0.204
25.64,0.155
25.58,0.301
21.11,0.05
12.86,0.067
20.92,0.308
14.72,0.249
11.55,0.154
17.31,0.138
34.44,0.267
10.86,0.136
22.4,0.032
31.94,0.188
16.82,0.044
15.25,0.727
14.52,0.373
25.24,0.421
7.71,0.67
7.78,0.259
8.65,0.124
13.36,0.134
16.59,0.066
16.79,0.336
38.99,2.437
16.22,0.248
8.42,0.105
18.63,0.986
15.38,0.171
22.01,0.041
19.96,0.044
17.67,0.295
21.3,0.3
17.5,0.336
27.23,0.278
58.9,1.472
7.78,0.259
16.32,1.088
62.43,0.067
7.39,0.579
19.81,0.223
23.88,0.128
14.17,0.237
23.87,0.268
24.96,0.423
17.0,0.049
9.44,0.236
14.1,0.362
8.4,0.168
43.05,0.239
14.38,0.073
17.69,0.281
14.25,0.198
11.73,0.18
15.08,0.114
17.63,0.393
0.05,0.001
8.5,0.174
7.78,0.487
9.13,0.082
7.87,0.276
16.11,0.421
15.1,0.36
30.3,0.275
14.87,0.093
34.58,0.232
14.1,0.544
18.23,1.519
14.13,0.262
40.23,0.144
17.6,0.091
25.63,0.887
15.1,0.378
20.13,0.149
13.0,0.163
25.54,0.15
10.09,0.288
104.0,0.261
19.91,0.332
16.53,0.07
8.72,0.25
35.0,1.852
20.99,0.421
14.1,0.709
34.4,0.119
8.69,0.033
13.68,0.157
9.94,0.062
25.66,0.071
61.01,0.436
7.93,0.061
7.78,0.391
12.71,0.154
16.41,0.069
15.1,0.378
26.5,0.184
18.33,0.564
31.87,0.266
13.08,0.344
21.22,0.202
27.37,0.458
9.09,0.202
12.79,0.426
15.23,1.016
59.85,0.097
15.23,0.802
26.39,0.211
18.53,0.062
19.02,0.054
20.58,0.317
15.23,0.354
7.39,0.623
18.56,0.286
21.49,0.15
7.39,0.127
10.38,0.297
7.95,0.08
14.42,0.04
15.23,1.116
14.35,0.131
13.69,0.076
27.94,0.18
15.41,0.163
27.73,0.079
14.86,0.093
37.49,0.187
23.49,0.181
13.25,0.024
16.74,0.152
32.5,0.135
39.43,0.2
23.5,0.471
13.85,0.355
14.61,0.119
51.61,0.325
8.0,0.755
36.6,0.244
19.43,0.059
18.23,0.383
17.67,0.295
14.1,0.353
19.32,0.215
16.95,0.17
14.19,0.258
13.64,0.153
8.36,0.3
8.27,0.205
27.23,0.278
9.65,0.052
12.79,0.458
38.77,0.146
5.93,0.198
19.99,0.2
17.6,0.441
22.8,0.183
16.89,0.1
19.0,0.148
3.95,0.058
15.44,0.193
5.66,0.099
9.34,0.312
22.11,0.691
13.95,0.054
42.84,0.393
20.99,0.024
16.06,0.095
16.86,0.281
12.43,0.178
13.25,0.053
16.4,0.178
15.1,0.759
32.33,0.135
0.0,0.0
27.21,0.209
23.29,0.233
18.33,0.557
15.11,0.393
15.1,0.757
15.23,0.693
24.02,0.073
34.15,0.854
11.15,0.279
28.62,1.145
16.97,0.098
39.55,0.495
18.73,0.208
12.79,0.321
22.77,0.33
8.44,0.05
17.26,0.119
15.74,0.072
15.1,0.444
18.25,0.344
16.95,0.17
23.27,0.235
39.28,0.357
8.27,0.236
19.41,0.084
21.85,0.28
16.81,0.21
19.82,0.086
18.48,0.109
7.55,0.292
17.1,0.182
17.67,0.361
13.37,0.267
17.63,0.452
162.92,0.408
7.79,0.104
12.79,0.366
15.1,0.759
35.0,0.081
13.65,0.152
7.39,0.324
21.59,0.024
12.69,0.641
8.68,0.048
82.35,0.458
22.38,0.344
59.68,0.202
13.9,0.039
18.0,0.3
47.51,0.34
10.77,0.57
17.88,0.199
13.21,0.142
13.37,0.273
23.5,0.138
19.43,0.557
8.27,0.354
11.71,0.129
13.85,0.199
17.26,0.493
26.27,0.128
15.14,0.076
29.12,0.132
15.94,0.094
8.57,0.072
29.21,0.254
38.32,0.349
18.7,0.145
7.78,0.648
14.93,0.05
18.0,0.072
13.0,0.163
11.74,0.408
14.1,0.709
9.1,0.068
21.3,0.185
15.1,0.759
7.44,0.292
18.91,0.163
15.55,0.164
15.91,0.159
79.88,2.672
7.78,0.169
26.88,0.336
14.06,0.094
34.15,0.683
18.44,0.109
12.48,0.66
18.51,0.137
42.42,0.759
9.08,0.193
23.11,0.515
19.84,0.423
15.1,0.328
13.52,0.188
8.27,0.117
8.11,0.066
39.22,0.164
20.02,0.08
56.22,0.141
9.36,0.108
15.58,0.122
7.78,0.3
8.88,0.634
7.88,0.396
15.27,0.613
11.53,0.121
14.63,0.098
37.92,0.426
12.48,0.66
18.23,1.351
82.7,0.207
15.1,0.889
17.16,0.382
7.87,0.416
11.85,0.456
30.14,0.346
18.21,0.202
15.1,0.689
15.3,0.194
16.74,0.12
17.25,0.074
8.27,0.505
11.81,0.136
24.29,0.072
7.78,0.223
15.92,0.023
15.1,0.459
12.25,0.088
16.18,0.27
25.38,0.725
38.08,0.476
8.72,0.265
28.12,0.408
36.21,0.362
20.05,0.174
13.47,0.763
7.39,0.185
14.15,0.248
11.54,0.03
16.92,0.178
18.76,0.15
12.09,0.142
19.74,0.166
11.75,0.231
18.93,0.098
86.25,0.556
19.28,0.114
19.58,0.224
12.83,0.233
18.33,0.039
35.0,0.292
16.6,0.462
13.11,0.094
17.24,0.075
12.69,0.254
35.69,0.132
11.14,0.147
19.08,0.636
24.24,0.102
19.32,0.613
14.11,0.47
43.1,0.435
39.36,0.548
19.9,0.197
24.91,0.416
15.74,0.07
45.46,0.35
17.66,0.299
8.04,0.089
16.11,0.323
37.9,0.883
37.37,0.567
22.72,0.06
8.27,0.243
14.97,0.13
15.1,0.323
38.1,0.952
26.89,0.908
14.13,0.236
67.52,1.23
28.29,0.09
12.23,0.184
12.17,0.128
7.39,0.623
11.73,0.168
14.54,0.048
0.14,0.001
16.95,0.424
0.0,0.0
7.39,0.155
15.3,0.196
19.32,0.403
11.74,0.317
34.15,2.021
68.47,0.228
11.98,0.194
78.6,0.094
16.79,0.56
130.18,0.109
22.06,1.109
13.71,0.299
16.0,0.089
18.25,0.849
