freight_value,price,distance_km,weight_kg,volume_cm3,freight_ratio,category,customer_state
17.66,349.99,294.47,2.4,31200.0,0.05,cool_stuff,MG
12.48,31.9,220.32,0.2,2378.0,0.39,computers_accessories,MG
13.81,89.49,383.66,0.21,2926.0,0.15,computers_accessories,MG
16.25,69.9,778.84,0.3,2816.0,0.23,pet_shop,RS
16.22,208.0,845.33,0.2,2592.0,0.08,computers_accessories,RS
15.79,82.9,360.82,0.6,6480.0,0.19,toys,RJ
21.47,119.16,145.98,6.38,48336.0,0.18,bed_bath_table,SP
11.85,29.99,301.79,0.35,2560.0,0.4,bed_bath_table,SP
7.65,55.0,15.04,0.2,640.0,0.14,watches_gifts,SP
18.65,121.75,366.59,1.45,28980.0,0.15,toys,PR
33.42,1649.99,651.8,2.6,19344.0,0.02,computers,PE
13.45,159.0,44.36,10.25,17328.0,0.08,cool_stuff,SP
12.23,50.0,88.95,6.6,39375.0,0.24,baby,SP
8.11,27.3,157.4,0.2,352.0,0.3,fashion_bags_accessories,SP
13.23,38.99,12.96,9.15,54880.0,0.34,pet_shop,SP
11.85,8.99,223.86,0.2,2560.0,1.32,bed_bath_table,SP
60.48,59.99,2399.33,0.35,2964.0,1.01,health_beauty,SP
27.59,150.0,1978.01,0.92,2400.0,0.18,health_beauty,PE
15.1,20.7,309.52,0.45,5376.0,0.73,housewares,RJ
25.66,29.99,339.35,0.1,612.0,0.86,fashion_bags_accessories,SP
13.43,22.5,30.33,0.4,26790.0,0.6,sports_leisure,SP
27.97,158.2,304.69,10.1,60384.0,0.18,construction_tools_construction,SP
11.73,24.99,14.33,0.9,6400.0,0.47,sports_leisure,SP
15.1,19.99,936.04,0.25,1300.0,0.76,sports_leisure,MG
11.74,39.9,20.16,0.8,15625.0,0.29,furniture_decor,SP
27.36,89.9,1328.73,1.05,18000.0,0.3,bed_bath_table,RJ
7.47,29.9,142.54,0.3,1200.0,0.25,health_beauty,SP
15.1,16.9,424.37,0.3,2112.0,0.89,bed_bath_table,SC
17.46,261.0,303.05,2.65,15500.0,0.07,sports_leisure,SP
37.4,2300.0,345.32,2.3,7296.0,0.02,construction_tools_construction,RJ
11.73,44.9,78.95,1.5,39375.0,0.26,housewares,SP
11.85,39.99,390.38,0.4,1936.0,0.3,fashion_bags_accessories,SP
4.77,110.32,70.77,0.15,990.0,0.04,health_beauty,SP
27.48,59.9,2466.1,0.5,31200.0,0.46,stationery,RO
0.33,103.0,15.75,0.4,12000.0,0.0,pet_shop,SP
15.1,19.95,831.85,0.4,736.0,0.76,books_general_interest,PR
50.97,129.0,671.65,2.0,56000.0,0.4,housewares,GO
12.75,149.9,147.12,1.7,7616.0,0.08,bed_bath_table,SP
8.4,33.99,38.01,0.69,2856.0,0.25,health_beauty,SP
9.81,142.0,51.67,6.9,57664.0,0.07,bed_bath_table,SP
29.45,359.0,7.67,2.8,58212.0,0.08,small_appliances_home_oven_and_coffee,SP
5.54,21.15,10.51,1.85,4800.0,0.26,housewares,SP
13.64,89.0,36.78,6.1,34800.0,0.15,stationery,SP
16.95,169.9,288.52,0.53,5491.0,0.1,perfumery,SP
16.23,85.9,174.69,5.1,17400.0,0.19,toys,SP
11.85,8.9,295.15,0.6,850.0,1.33,furniture_decor,SP
12.22,144.99,6.11,1.05,19008.0,0.08,cool_stuff,SP
7.87,24.9,88.91,0.1,1728.0,0.32,garden_tools,SP
27.38,120.0,1926.08,0.97,21840.0,0.23,pet_shop,CE
27.49,166.99,657.64,2.42,16530.0,0.16,cool_stuff,ES
20.15,129.9,999.72,1.6,3150.0,0.16,books_general_interest,GO
18.3,59.9,429.24,0.22,8000.0,0.31,sports_leisure,PR
15.1,24.99,580.26,0.28,864.0,0.6,telephony,RJ
18.23,29.9,378.63,0.1,1122.0,0.61,electronics,SP
30.86,259.9,994.34,4.3,42875.0,0.12,bed_bath_table,BA
10.5,154.89,70.54,0.81,7680.0,0.07,computers_accessories,MG
15.38,89.9,905.66,0.1,1936.0,0.17,telephony,RS
15.54,256.0,337.38,0.45,4500.0,0.06,health_beauty,SP
12.48,25.0,101.62,0.1,924.0,0.5,health_beauty,PR
18.74,213.0,1083.41,1.0,7500.0,0.09,baby,RS
11.46,62.9,8.76,3.07,10208.0,0.18,housewares,SP
9.37,89.0,77.9,0.88,11592.0,0.1,cool_stuff,SP
23.27,78.0,1748.32,0.25,640.0,0.3,watches_gifts,SE
27.49,89.9,299.31,8.5,23625.0,0.31,home_confort,SP
31.76,143.9,344.5,1.07,9152.0,0.22,computers_accessories,RJ
14.03,63.99,259.36,0.26,12672.0,0.22,baby,SP
34.15,16.9,528.96,0.35,3200.0,2.02,musical_instruments,GO
11.83,89.9,17.48,0.75,9900.0,0.13,furniture_decor,SP
9.09,48.9,140.82,0.6,3380.0,0.19,baby,SP
16.08,139.9,328.82,0.05,2048.0,0.12,watches_gifts,SC
17.49,27.5,266.26,0.7,10032.0,0.64,bed_bath_table,SP
7.78,74.0,68.09,0.57,4896.0,0.1,baby,SP
8.72,38.7,17.77,0.45,4096.0,0.22,pet_shop,SP
18.23,29.0,716.81,0.25,352.0,0.63,watches_gifts,PR
11.38,109.9,314.01,0.35,1620.0,0.1,small_appliances,PR
18.48,129.99,858.27,0.5,2926.0,0.14,perfumery,MG
19.82,89.9,914.06,0.75,12000.0,0.22,furniture_decor,RS
18.36,29.3,419.29,0.25,1056.0,0.63,stationery,SC
17.63,24.89,1076.86,0.15,4290.0,0.71,electronics,BA
7.78,39.0,21.9,0.2,640.0,0.2,watches_gifts,SP
25.19,19.7,256.73,3.6,26250.0,1.28,unknown,RJ
36.04,139.9,202.55,17.5,104760.0,0.26,kitchen_dining_laundry_garden_furniture,RJ
17.29,217.91,399.11,0.81,8704.0,0.08,computers_accessories,RJ
16.11,15.99,478.61,1.2,16443.0,1.01,housewares,PR
15.1,20.3,906.13,0.25,352.0,0.74,fashion_bags_accessories,GO
15.29,219.9,349.13,7.8,35112.0,0.07,housewares,SP
11.51,129.0,237.61,0.3,2704.0,0.09,watches_gifts,SP
18.73,89.99,969.52,1.5,1560.0,0.21,housewares,MG
7.78,34.54,23.5,1.0,3927.0,0.22,unknown,SP
22.39,65.9,877.12,0.17,2808.0,0.34,computers_accessories,RJ
21.15,49.0,1746.64,0.4,640.0,0.43,watches_gifts,SE
11.85,24.5,589.48,0.15,2304.0,0.48,consoles_games,SP
17.28,120.0,1204.63,0.55,37884.0,0.14,consoles_games,MT
17.1,129.97,621.35,0.85,9600.0,0.13,housewares,DF
34.15,5.95,2127.94,0.2,1560.0,5.74,signaling_and_security,BA
23.21,89.9,241.0,1.25,5544.0,0.26,health_beauty,SP
7.78,29.99,17.4,0.1,882.0,0.26,telephony,SP
14.01,140.88,352.19,0.45,5632.0,0.1,perfumery,SP
18.1,72.9,1153.32,0.9,2400.0,0.25,furniture_decor,MT
18.56,139.99,358.05,0.62,9867.0,0.13,toys,RJ
10.93,99.99,3.6,1.4,8000.0,0.11,toys,RJ
15.1,23.99,842.63,0.1,4500.0,0.63,health_beauty,MS
50.28,69.0,499.25,7.22,41200.0,0.73,industry_commerce_and_business,SC
14.1,19.9,687.97,0.35,7260.0,0.71,sports_leisure,PR
43.69,83.45,379.45,21.7,100000.0,0.52,unknown,RJ
15.94,500.0,222.48,10.7,37720.0,0.03,garden_tools,SP
14.55,114.9,340.33,0.79,22568.0,0.13,sports_leisure,SP
18.23,19.89,1060.15,0.15,3240.0,0.92,electronics,TO
19.27,729.0,604.94,3.2,11400.0,0.03,costruction_tools_tools,SP
16.6,34.9,332.45,1.1,7200.0,0.48,bed_bath_table,SP
9.0,92.0,20.85,0.89,3276.0,0.1,costruction_tools_tools,SP
13.69,178.0,218.02,0.16,1920.0,0.08,watches_gifts,SP
25.73,126.99,630.73,3.25,9856.0,0.2,garden_tools,PR
8.88,59.99,20.71,0.95,17500.0,0.15,health_beauty,SP
14.52,35.0,480.51,0.15,3072.0,0.42,small_appliances,MG
15.35,35.35,488.69,0.22,3328.0,0.43,electronics,MG
13.54,73.76,124.42,3.01,46080.0,0.18,toys,SP
13.81,98.81,534.03,0.2,2873.0,0.14,computers_accessories,SP
25.39,79.0,840.62,7.22,41200.0,0.32,industry_commerce_and_business,PR
11.85,49.9,193.62,0.8,5880.0,0.24,furniture_decor,SP
16.81,168.88,194.64,2.0,43008.0,0.1,sports_leisure,SP
8.17,29.9,140.5,0.25,1200.0,0.27,health_beauty,SP
24.41,219.9,1056.11,5.65,13800.0,0.11,bed_bath_table,MT
18.09,119.9,757.66,1.8,4692.0,0.15,bed_bath_table,MS
17.68,56.99,2144.56,0.25,3360.0,0.31,perfumery,PE
3.67,69.9,474.01,0.05,1056.0,0.05,fashion_bags_accessories,SP
17.31,124.9,1618.91,0.27,3536.0,0.14,watches_gifts,MT
11.61,399.0,21.1,0.6,6000.0,0.03,consoles_games,SP
19.01,59.9,268.93,4.1,14952.0,0.32,cool_stuff,GO
7.4,20.2,30.95,0.15,4950.0,0.37,sports_leisure,SP
18.57,98.0,461.87,0.31,2772.0,0.19,watches_gifts,MG
18.31,29.9,410.97,0.5,6120.0,0.61,home_appliances,MG
18.15,128.0,532.24,1.07,12696.0,0.14,sports_leisure,RJ
7.39,29.99,79.52,0.15,1904.0,0.25,telephony,SP
18.25,21.6,810.01,0.27,1520.0,0.84,sports_leisure,MG
19.39,59.9,566.69,0.75,8349.0,0.32,furniture_decor,RS
7.39,13.77,11.21,0.12,1045.0,0.54,telephony,SP
45.71,179.0,349.31,7.65,8000.0,0.26,garden_tools,RJ
25.24,298.8,1280.71,0.85,9000.0,0.08,baby,BA
37.48,80.8,1826.87,0.2,8000.0,0.46,bed_bath_table,TO
15.1,29.99,417.59,0.5,3520.0,0.5,watches_gifts,SP
19.66,99.0,825.85,0.7,8568.0,0.2,sports_leisure,PR
16.05,39.9,837.91,0.1,3564.0,0.4,computers_accessories,RS
8.9,35.0,258.08,0.45,1680.0,0.25,cool_stuff,RJ
46.24,109.99,383.75,14.95,81620.0,0.42,baby,RJ
14.93,299.99,19.43,1.58,33635.0,0.05,toys,RJ
19.35,178.0,560.15,0.31,2112.0,0.11,watches_gifts,RJ
18.26,144.99,512.79,1.05,19008.0,0.13,cool_stuff,MG
15.23,29.99,354.59,0.3,816.0,0.51,telephony,RJ
16.32,31.99,483.83,0.2,1760.0,0.51,stationery,SC
8.77,117.7,18.93,0.4,4693.0,0.08,perfumery,RJ
16.23,85.9,267.27,8.75,51750.0,0.19,toys,SP
15.21,64.5,510.04,0.5,36309.0,0.24,stationery,SP
12.91,35.0,357.81,0.95,17544.0,0.37,stationery,SP
17.72,219.0,370.86,0.25,1760.0,0.08,watches_gifts,RJ
29.2,295.0,333.31,1.6,4752.0,0.1,furniture_decor,RJ
11.85,47.4,263.24,0.15,1122.0,0.25,stationery,SP
14.1,31.9,462.1,0.2,2378.0,0.44,computers_accessories,SP
30.27,599.0,398.27,2.65,33600.0,0.05,cool_stuff,SC
15.23,17.9,364.17,0.05,528.0,0.85,furniture_decor,SP
17.84,84.9,525.07,1.4,8712.0,0.21,fashion_shoes,MG
23.69,99.99,340.83,6.05,8000.0,0.24,garden_tools,MG
24.77,99.0,46.16,7.7,56980.0,0.25,stationery,SP
14.8,89.9,352.03,0.6,9477.0,0.16,housewares,RJ
14.71,56.9,269.55,0.95,4356.0,0.26,bed_bath_table,SP
14.31,137.9,545.16,0.23,3360.0,0.1,computers_accessories,SP
22.68,57.7,2378.37,0.98,33005.0,0.39,health_beauty,CE
7.78,24.9,32.72,0.05,1188.0,0.31,telephony,SP
17.78,138.0,16.11,4.87,56000.0,0.13,bed_bath_table,SP
3.42,190.83,271.52,0.42,2106.0,0.02,watches_gifts,MG
17.3,219.9,285.5,0.88,6860.0,0.08,computers_accessories,RJ
12.79,17.99,65.21,0.15,8000.0,0.71,toys,SP
15.23,29.99,357.55,0.3,816.0,0.51,telephony,RJ
14.1,43.9,332.2,0.84,29785.0,0.32,bed_bath_table,RJ
23.71,199.0,2671.31,1.0,11088.0,0.12,musical_instruments,AP
13.72,99.99,160.81,1.2,7500.0,0.14,small_appliances,SP
8.27,23.4,67.14,0.3,5600.0,0.35,sports_leisure,SP
17.93,59.9,308.75,1.15,11286.0,0.3,bed_bath_table,SP
9.09,49.99,5.19,0.15,4096.0,0.18,toys,RS
15.23,14.9,395.39,0.2,2700.0,1.02,audio,RJ
25.18,149.9,2106.04,0.53,4840.0,0.17,computers_accessories,SP
11.03,59.67,327.9,0.16,5292.0,0.18,baby,SP
33.89,45.9,341.6,1.7,40500.0,0.74,auto,RJ
20.03,120.0,468.56,0.62,9867.0,0.17,toys,SC
10.96,29.9,72.48,0.2,10584.0,0.37,telephony,SP
12.6,199.99,16.9,2.0,15750.0,0.06,cool_stuff,SP
9.51,109.9,41.06,0.53,5610.0,0.09,perfumery,RJ
37.56,199.0,3154.27,1.95,27588.0,0.19,cool_stuff,PA
25.26,59.9,657.3,7.0,32994.0,0.42,housewares,SC
7.39,6.5,88.27,0.82,2400.0,1.14,computers_accessories,SP
28.03,150.0,876.41,3.8,31500.0,0.19,home_construction,DF
12.79,44.99,118.71,0.2,3328.0,0.28,perfumery,SP
52.03,439.9,531.14,27.8,128000.0,0.12,housewares,SP
18.4,43.0,618.18,0.15,5832.0,0.43,sports_leisure,SC
12.88,69.9,299.06,0.8,23625.0,0.18,bed_bath_table,SP
7.78,49.99,87.12,0.25,2415.0,0.16,health_beauty,SP
22.29,199.0,928.0,1.95,27588.0,0.11,cool_stuff,SP
14.83,74.0,301.67,1.38,20000.0,0.2,bed_bath_table,SP
16.82,82.0,342.38,0.85,8192.0,0.2,toys,RJ
52.12,199.9,2105.64,0.36,3042.0,0.26,watches_gifts,RN
13.9,79.0,375.45,7.0,36000.0,0.18,stationery,PR
10.03,179.9,83.65,0.7,2310.0,0.06,stationery,SP
21.07,83.3,420.83,10.75,58621.0,0.25,housewares,SP
9.87,79.9,77.95,0.9,4374.0,0.12,cool_stuff,SC
16.79,18.9,844.06,0.15,3240.0,0.89,electronics,RJ
11.85,23.9,47.17,0.15,5120.0,0.5,sports_leisure,SP
15.38,89.9,712.72,1.82,21200.0,0.17,home_confort,GO
50.85,24.99,2114.99,0.3,816.0,2.04,telephony,MA
17.03,119.9,481.5,0.85,13200.0,0.14,stationery,SP
22.9,139.0,726.28,0.28,3136.0,0.16,watches_gifts,GO
12.69,38.4,114.85,0.95,14000.0,0.33,furniture_decor,SP
11.02,59.0,41.68,0.3,352.0,0.19,fashion_bags_accessories,SP
11.85,15.9,304.34,0.25,4800.0,0.74,bed_bath_table,SP
9.1,49.99,15.81,0.6,4096.0,0.18,housewares,SP
7.78,21.9,33.63,0.15,6000.0,0.36,electronics,SP
8.07,58.9,401.24,1.0,4800.0,0.14,bed_bath_table,PR
7.87,64.9,157.7,0.55,2500.0,0.12,construction_tools_construction,SP
28.89,99.99,269.32,6.05,8000.0,0.29,garden_tools,RJ
12.48,139.9,222.35,0.5,2760.0,0.09,perfumery,SP
25.63,29.9,975.7,0.2,4096.0,0.86,costruction_tools_tools,RS
17.6,29.9,740.95,2.6,9000.0,0.59,sports_leisure,SC
20.93,23.48,505.63,0.25,3861.0,0.89,computers_accessories,RJ
16.79,39.9,1078.22,0.2,1408.0,0.42,toys,BA
15.81,150.0,349.44,0.8,42000.0,0.1,electronics,RJ
27.59,149.9,1589.0,0.53,4840.0,0.18,computers_accessories,MG
12.63,70.0,357.99,0.15,2912.0,0.18,computers_accessories,SP
8.27,29.9,67.79,0.25,1200.0,0.28,health_beauty,SP
16.86,157.5,564.54,0.7,3024.0,0.11,electronics,MG
16.17,59.0,911.53,0.7,13200.0,0.27,furniture_decor,RJ
17.67,49.0,288.6,1.5,19800.0,0.36,garden_tools,MG
13.07,159.9,42.2,0.79,4256.0,0.08,health_beauty,RJ
14.1,23.7,356.37,0.25,2450.0,0.6,electronics,RJ
22.12,189.0,1730.22,0.1,352.0,0.12,computers_accessories,SP
12.69,45.0,43.67,5.7,33930.0,0.28,toys,SP
134.78,129.0,2238.39,6.2,81000.0,1.04,furniture_decor,PI
15.73,139.9,230.72,10.22,2299.0,0.11,cool_stuff,SP
3.37,19.9,1133.57,0.2,2560.0,0.17,bed_bath_table,RS
16.19,125.9,108.61,4.55,23520.0,0.13,housewares,MG
7.78,44.99,32.91,1.65,3600.0,0.17,cool_stuff,SP
13.37,14.0,121.35,2.15,26208.0,0.96,home_confort,SP
63.07,399.0,3.97,19.15,105792.0,0.16,health_beauty,CE
31.68,196.99,26.52,16.13,92925.0,0.16,office_furniture,SP
7.78,13.87,10.55,0.08,627.0,0.56,telephony,SP
17.32,223.0,524.72,0.58,5824.0,0.08,drinks,RJ
41.64,329.9,461.21,6.75,51516.0,0.13,furniture_living_room,RJ
20.84,45.9,457.58,7.0,15625.0,0.45,furniture_decor,RJ
18.35,35.9,906.22,0.1,5700.0,0.51,fashion_bags_accessories,RS
12.43,69.9,29.51,2.6,15000.0,0.18,furniture_decor,SP
35.77,65.0,1621.24,0.55,2800.0,0.55,electronics,SE
14.08,9.99,341.97,0.9,12800.0,1.41,furniture_decor,MG
11.42,116.0,361.29,0.14,1944.0,0.1,health_beauty,SP
40.37,149.0,313.02,6.55,8000.0,0.27,computers_accessories,RJ
22.06,18.9,1101.5,0.15,3648.0,1.17,electronics,RJ
15.88,408.99,151.65,0.85,2016.0,0.04,fixed_telephony,SP
15.15,139.9,392.41,8.88,24080.0,0.11,garden_tools,RJ
14.1,39.9,505.01,0.2,1875.0,0.35,computers_accessories,SP
14.24,22.66,355.29,1.35,5760.0,0.63,housewares,RJ
17.35,59.9,826.56,0.55,16128.0,0.29,luggage_accessories,PR
23.07,38.0,426.19,1.75,8960.0,0.61,industry_commerce_and_business,SC
12.87,75.0,297.57,0.55,2592.0,0.17,housewares,SP
15.26,22.32,490.25,0.2,2378.0,0.68,computers_accessories,SP
17.88,89.9,896.15,1.5,20000.0,0.2,toys,MS
27.68,196.8,614.79,2.12,24948.0,0.14,furniture_decor,PR
39.42,69.9,368.8,1.04,25256.0,0.56,housewares,RJ
27.13,51.8,2319.25,1.65,27000.0,0.52,construction_tools_construction,RN
25.63,18.9,1256.88,0.15,2208.0,1.36,electronics,ES
17.67,49.0,794.7,1.5,19800.0,0.36,garden_tools,RJ
7.78,24.9,21.76,0.15,1360.0,0.31,health_beauty,SP
12.6,19.99,90.94,0.4,532.0,0.63,sports_leisure,SC
12.5,84.55,65.03,7.2,29768.0,0.15,auto,SP
124.45,379.9,395.89,30.0,114840.0,0.33,housewares,RJ
19.59,245.0,377.44,0.29,2700.0,0.08,watches_gifts,SP
8.72,14.99,6.19,0.35,3672.0,0.58,computers_accessories,SP
32.73,949.9,646.69,15.8,134292.0,0.03,baby,ES
45.58,159.99,844.9,10.7,64000.0,0.28,baby,RJ
7.78,50.0,85.4,0.32,1760.0,0.16,food,SP
16.01,180.0,423.44,0.2,1320.0,0.09,market_place,MG
11.71,64.9,9.5,1.2,21528.0,0.18,housewares,RJ
19.21,12.5,205.27,1.5,3456.0,1.54,unknown,MG
29.51,180.0,543.72,0.3,4000.0,0.16,housewares,SC
15.18,59.99,492.69,0.95,17500.0,0.25,health_beauty,MG
26.43,49.9,424.01,1.95,10240.0,0.53,housewares,SP
21.82,43.99,635.11,6.32,56129.0,0.5,furniture_decor,PR
15.07,107.9,428.29,1.75,27000.0,0.14,auto,SP
15.24,69.9,647.1,0.18,2816.0,0.22,perfumery,RS
26.55,58.9,2337.04,7.0,32994.0,0.45,housewares,CE
26.65,129.6,2137.65,1.2,24000.0,0.21,toys,PE
16.16,56.99,520.45,0.88,18000.0,0.28,bed_bath_table,MG
15.19,61.9,343.45,0.6,3850.0,0.24,furniture_decor,RJ
157.32,849.0,508.19,7.75,116754.0,0.18,cool_stuff,MG
8.11,31.9,3.46,0.2,2378.0,0.25,computers_accessories,MG
15.1,27.99,744.74,0.25,816.0,0.54,telephony,RS
11.85,14.9,140.79,0.15,10560.0,0.8,health_beauty,SP
16.9,101.0,364.34,0.75,5780.0,0.17,furniture_decor,RJ
14.03,144.9,303.55,1.2,23625.0,0.1,bed_bath_table,SP
4.34,29.9,36.06,0.25,10000.0,0.14,watches_gifts,SP
18.45,249.0,164.02,4.0,23625.0,0.07,bed_bath_table,SP
13.47,29.99,73.33,0.1,352.0,0.45,computers_accessories,MG
143.76,399.99,781.75,15.75,112000.0,0.36,construction_tools_lights,MG
14.52,15.0,537.46,0.2,1190.0,0.97,unknown,PR
14.1,34.99,774.46,0.22,3136.0,0.4,computers_accessories,ES
38.08,199.0,2067.65,0.22,1140.0,0.19,computers_accessories,PE
14.58,70.0,146.19,6.04,54332.0,0.21,bed_bath_table,SP
16.85,155.0,716.94,0.86,7200.0,0.11,computers_accessories,MS
19.88,254.0,432.25,2.35,29568.0,0.08,pet_shop,SP
7.39,22.8,18.23,0.25,2450.0,0.32,electronics,SP
15.23,9.9,348.48,0.3,12544.0,1.54,stationery,RJ
13.08,69.9,28.89,2.6,15000.0,0.19,furniture_decor,SP
15.1,24.97,255.59,0.45,4356.0,0.6,books_technical,MG
7.71,29.9,167.39,0.25,1200.0,0.26,health_beauty,SP
13.05,55.5,342.22,0.15,4000.0,0.24,health_beauty,SP
14.8,352.0,76.14,0.68,8000.0,0.04,computers_accessories,SP
13.28,119.9,223.19,10.05,60000.0,0.11,bed_bath_table,SP
94.94,399.99,2381.4,18.05,75000.0,0.24,luggage_accessories,CE
10.88,144.9,549.51,0.23,3360.0,0.08,computers_accessories,SP
8.79,84.99,16.88,0.35,4752.0,0.1,perfumery,SP
9.99,32.0,131.45,1.2,15625.0,0.31,furniture_decor,SP
8.72,56.99,125.08,0.35,5625.0,0.15,perfumery,SP
11.85,19.9,117.58,0.18,3366.0,0.6,health_beauty,SP
12.69,27.0,132.91,0.35,27000.0,0.47,housewares,SP
21.15,15.9,2107.28,0.08,1768.0,1.33,auto,PA
24.84,46.0,2705.77,0.7,4096.0,0.54,consoles_games,CE
44.77,1350.0,1994.49,1.0,8000.0,0.03,watches_gifts,RJ
21.47,116.0,84.24,5.0,64000.0,0.18,housewares,SP
16.11,45.9,595.19,0.6,1800.0,0.35,furniture_decor,RJ
17.1,429.9,343.63,4.95,25069.0,0.04,auto,SP
25.88,218.9,352.06,4.05,24684.0,0.12,housewares,RJ
16.28,199.9,488.07,0.4,4374.0,0.08,housewares,SC
12.69,48.0,137.77,0.5,21600.0,0.26,computers_accessories,SP
12.62,159.9,28.83,0.58,2288.0,0.08,watches_gifts,SP
17.78,49.95,567.7,0.45,4275.0,0.36,bed_bath_table,GO
15.59,119.9,648.39,0.35,3200.0,0.13,health_beauty,MG
15.1,17.99,783.67,0.12,792.0,0.84,telephony,RS
19.33,19.9,446.57,0.35,352.0,0.97,computers_accessories,MG
13.28,163.73,538.01,0.82,7680.0,0.08,computers_accessories,SP
17.92,38.4,1608.0,0.95,14000.0,0.47,furniture_decor,MT
7.39,24.5,59.93,0.12,4536.0,0.3,housewares,SP
37.37,249.9,15.36,5.65,106580.0,0.15,cool_stuff,RS
25.46,369.99,836.5,2.5,30550.0,0.07,unknown,SP
18.44,79.9,1102.69,0.15,4096.0,0.23,computers_accessories,RS
19.8,119.0,875.29,10.1,56980.0,0.17,stationery,RS
18.23,9.9,363.27,0.15,1428.0,1.84,perfumery,SP
10.96,11.99,48.4,0.15,5054.0,0.91,electronics,SP
64.06,195.0,1363.72,19.1,87750.0,0.33,pet_shop,MT
17.2,99.9,509.5,1.55,4500.0,0.17,bed_bath_table,RJ
20.93,23.48,189.42,0.25,3861.0,0.89,computers_accessories,MG
29.47,28.89,469.91,0.35,3600.0,1.02,perfumery,SP
18.23,24.6,490.09,0.1,1800.0,0.74,baby,RJ
26.44,589.0,2102.45,0.2,2592.0,0.04,computers_accessories,PI
17.66,58.99,436.78,0.2,3960.0,0.3,health_beauty,RJ
20.65,239.99,603.51,0.55,3000.0,0.09,auto,DF
17.95,100.0,602.14,1.4,13524.0,0.18,furniture_decor,MG
15.44,180.49,603.67,2.0,29700.0,0.09,sports_leisure,SP
8.72,56.99,24.58,0.4,2178.0,0.15,perfumery,SP
16.44,384.93,332.12,2.45,13200.0,0.04,books_technical,PR
12.75,58.9,105.67,0.8,48125.0,0.22,stationery,SP
15.1,40.0,917.32,0.6,5780.0,0.38,home_construction,ES
25.77,69.99,993.37,0.15,4807.0,0.37,health_beauty,RS
63.11,122.11,1720.53,2.9,18000.0,0.52,auto,PI
49.82,149.9,2038.84,0.53,4840.0,0.33,computers_accessories,MG
16.96,171.57,253.69,0.6,5632.0,0.1,perfumery,MG
8.72,56.99,5.91,0.25,3360.0,0.15,perfumery,SP
48.29,79.98,314.62,12.78,86580.0,0.6,office_furniture,RJ
12.96,74.0,401.31,0.34,3536.0,0.18,computers_accessories,SP
20.08,85.0,367.02,3.1,32760.0,0.24,housewares,RJ
15.38,89.9,656.72,0.5,4290.0,0.17,unknown,SP
9.83,320.0,4.03,9.18,49680.0,0.03,luggage_accessories,MG
12.76,60.0,301.52,0.8,3125.0,0.21,bed_bath_table,SP
17.63,39.99,2364.52,0.35,816.0,0.44,telephony,CE
10.12,251.9,47.86,0.95,4000.0,0.04,sports_leisure,SP
14.1,11.6,338.72,0.28,3672.0,1.22,electronics,RJ
8.64,55.0,120.38,0.45,4004.0,0.16,baby,SP
12.79,19.0,65.51,0.35,3927.0,0.67,auto,SP
17.15,129.0,331.79,1.5,8349.0,0.13,furniture_decor,SP
14.06,68.5,301.47,0.8,23625.0,0.2,bed_bath_table,SP
31.76,143.8,500.14,5.95,46475.0,0.22,auto,MG
12.76,29.98,647.42,0.25,1547.0,0.43,telephony,ES
18.24,50.99,693.46,0.3,3024.0,0.36,home_appliances,MG
19.75,570.0,680.9,0.9,2400.0,0.04,unknown,SP
12.22,144.9,78.26,1.14,10032.0,0.08,sports_leisure,SP
22.62,163.99,526.1,2.9,48125.0,0.14,bed_bath_table,MG
12.79,17.9,200.65,0.08,3744.0,0.72,electronics,SP
17.06,19.89,867.65,0.15,3240.0,0.86,electronics,SP
14.83,74.0,297.2,1.38,20000.0,0.2,bed_bath_table,SP
11.85,45.9,302.33,0.6,1800.0,0.26,furniture_decor,SP
8.27,27.3,55.43,0.35,352.0,0.3,fashion_bags_accessories,SP
15.1,12.99,409.25,0.1,704.0,1.16,telephony,SC
7.78,42.9,29.52,0.23,1729.0,0.18,health_beauty,SP
27.23,129.9,681.62,4.55,8000.0,0.21,sports_leisure,GO
12.26,79.0,18.14,1.17,7038.0,0.16,electronics,RS
8.82,55.0,52.81,12.3,56350.0,0.16,home_appliances,SP
16.11,38.9,427.12,0.5,28500.0,0.41,health_beauty,RJ
19.82,89.99,600.89,0.82,6510.0,0.22,baby,SC
18.23,12.99,424.25,0.15,1024.0,1.4,health_beauty,MG
35.12,115.0,401.45,1.15,14008.0,0.3,housewares,SP
11.85,25.0,75.22,0.28,1600.0,0.47,computers_accessories,SP
15.23,45.9,503.14,0.4,31200.0,0.33,stationery,SP
0.04,64.9,244.47,1.5,29785.0,0.0,bed_bath_table,RJ
9.09,14.56,68.73,1.6,6400.0,0.62,housewares,SP
17.06,39.6,374.44,0.35,14000.0,0.43,sports_leisure,SP
111.2,250.0,1914.58,12.25,70875.0,0.44,furniture_decor,PI
15.27,73.99,688.55,0.6,2415.0,0.21,telephony,SC
41.24,68.65,411.92,5.9,25025.0,0.6,housewares,SP
37.74,149.9,2333.19,0.15,1056.0,0.25,auto,PA
36.01,97.99,1779.46,0.8,3640.0,0.37,perfumery,PE
10.96,39.9,88.79,0.3,704.0,0.28,housewares,SP
7.46,29.0,18.28,0.05,1056.0,0.26,stationery,SP
15.11,39.5,851.69,0.8,8000.0,0.38,bed_bath_table,RS
